sub,session,task,rt,corr
MSC01,Session 7,coherent,621,corr
MSC01,Session 7,random,807,corr
MSC01,Session 7,random,796,corr
MSC01,Session 7,coherent,700,corr
MSC01,Session 7,random,991,corr
MSC01,Session 7,coherent,749,corr
MSC01,Session 7,coherent,834,corr
MSC01,Session 7,coherent,1345,corr
MSC01,Session 7,random,1027,corr
MSC01,Session 7,coherent,1128,corr
MSC01,Session 7,random,742,corr
MSC01,Session 7,coherent,798,corr
MSC01,Session 7,random,757,corr
MSC01,Session 7,Noun,1530,corr
MSC01,Session 7,Noun,1841,err
MSC01,Session 7,Verb,1142,corr
MSC01,Session 7,Noun,1203,corr
MSC01,Session 7,Verb,1111,corr
MSC01,Session 7,Verb,969,corr
MSC01,Session 7,Verb,1046,corr
MSC01,Session 7,Verb,1512,corr
MSC01,Session 7,Verb,970,corr
MSC01,Session 7,Noun,792,corr
MSC01,Session 7,Noun,1122,corr
MSC01,Session 7,Noun,1179,corr
MSC01,Session 7,Noun,1720,corr
MSC01,Session 7,Verb,1485,corr
MSC01,Session 7,Noun,1806,corr
MSC01,Session 7,Noun,928,corr
MSC01,Session 7,Verb,1067,corr
MSC01,Session 7,Verb,955,corr
MSC01,Session 7,Verb,1032,corr
MSC01,Session 7,Noun,1324,corr
MSC01,Session 7,Verb,1204,corr
MSC01,Session 7,Noun,1217,corr
MSC01,Session 7,Verb,1154,corr
MSC01,Session 7,Noun,1546,corr
MSC01,Session 7,Verb,1757,corr
MSC01,Session 7,Noun,1115,corr
MSC01,Session 7,Noun,1662,corr
MSC01,Session 7,Noun,1203,corr
MSC01,Session 7,Verb,1103,corr
MSC01,Session 7,Verb,1030,corr
MSC01,Session 7,Noun,1204,corr
MSC01,Session 7,Verb,1020,corr
MSC01,Session 7,Noun,1311,corr
MSC01,Session 7,Noun,1109,corr
MSC01,Session 7,Noun,1315,corr
MSC01,Session 7,Verb,1651,corr
MSC01,Session 7,Verb,1009,corr
MSC01,Session 7,Verb,799,corr
MSC01,Session 7,Verb,965,corr
MSC01,Session 7,Noun,1140,corr
MSC01,Session 7,Noun,1438,corr
MSC01,Session 7,Verb,1517,corr
MSC01,Session 7,Verb,967,corr
MSC01,Session 7,Verb,915,corr
MSC01,Session 7,Noun,1455,corr
MSC01,Session 7,Noun,1647,corr
MSC01,Session 7,Verb,1085,corr
MSC01,Session 7,Verb,780,corr
MSC01,Session 7,Verb,825,corr
MSC01,Session 7,Noun,1277,corr
MSC01,Session 7,Noun,932,corr
MSC01,Session 7,Noun,1579,corr
MSC01,Session 7,Verb,2081,corr
MSC01,Session 7,Verb,1339,corr
MSC01,Session 7,Verb,1025,corr
MSC01,Session 7,Verb,1580,corr
MSC01,Session 7,Noun,983,corr
MSC01,Session 7,Noun,1554,corr
MSC01,Session 7,Noun,1496,corr
MSC01,Session 7,Noun,1422,corr
MSC01,Session 7,coherent,944,corr
MSC01,Session 7,random,849,corr
MSC01,Session 7,random,842,corr
MSC01,Session 7,coherent,843,corr
MSC01,Session 7,random,778,corr
MSC01,Session 7,coherent,698,corr
MSC01,Session 7,coherent,1017,err
MSC01,Session 7,random,757,corr
MSC01,Session 7,coherent,1051,corr
MSC01,Session 7,random,883,corr
MSC01,Session 7,random,813,corr
MSC01,Session 7,random,899,corr
MSC01,Session 7,coherent,824,err
MSC01,Session 7,coherent,914,corr
MSC01,Session 7,coherent,819,corr
MSC01,Session 7,random,865,corr
MSC01,Session 7,random,995,corr
MSC01,Session 7,random,1030,corr
MSC01,Session 7,random,976,corr
MSC01,Session 7,coherent,883,corr
MSC01,Session 7,coherent,754,corr
MSC01,Session 7,coherent,899,corr
MSC01,Session 7,random,888,corr
MSC01,Session 7,random,858,corr
MSC01,Session 7,coherent,984,err
MSC01,Session 7,random,823,corr
MSC01,Session 7,random,905,corr
MSC01,Session 7,coherent,653,corr
MSC01,Session 7,coherent,787,corr
MSC01,Session 7,coherent,790,corr
MSC01,Session 8,Noun,1625,err
MSC01,Session 8,Noun,1307,corr
MSC01,Session 8,Verb,1347,corr
MSC01,Session 8,Verb,886,corr
MSC01,Session 8,Noun,1354,corr
MSC01,Session 8,Noun,1434,corr
MSC01,Session 8,Verb,1258,corr
MSC01,Session 8,Verb,869,corr
MSC01,Session 8,Verb,902,corr
MSC01,Session 8,Verb,999,corr
MSC01,Session 8,Verb,945,corr
MSC01,Session 8,Noun,1114,corr
MSC01,Session 8,Noun,1022,corr
MSC01,Session 8,Verb,1841,corr
MSC01,Session 8,Noun,1573,corr
MSC01,Session 8,Noun,1133,corr
MSC01,Session 8,Verb,993,corr
MSC01,Session 8,Noun,911,corr
MSC01,Session 8,Noun,1023,corr
MSC01,Session 8,Noun,1889,corr
MSC01,Session 8,Verb,1188,corr
MSC01,Session 8,Noun,1382,corr
MSC01,Session 8,Verb,1075,corr
MSC01,Session 8,Verb,1009,corr
MSC01,Session 8,Noun,1218,corr
MSC01,Session 8,Noun,984,corr
MSC01,Session 8,Verb,1629,corr
MSC01,Session 8,Verb,1862,corr
MSC01,Session 8,Verb,794,corr
MSC01,Session 8,Noun,1120,corr
MSC01,Session 8,random,1047,corr
MSC01,Session 8,coherent,823,corr
MSC01,Session 8,random,1036,corr
MSC01,Session 8,coherent,846,corr
MSC01,Session 8,coherent,945,corr
MSC01,Session 8,random,1035,corr
MSC01,Session 8,random,920,corr
MSC01,Session 8,random,900,corr
MSC01,Session 8,coherent,858,corr
MSC01,Session 8,coherent,846,corr
MSC01,Session 8,coherent,1410,err
MSC01,Session 8,random,838,corr
MSC01,Session 8,coherent,942,corr
MSC01,Session 8,random,929,corr
MSC01,Session 8,random,871,corr
MSC01,Session 8,coherent,831,corr
MSC01,Session 8,coherent,807,corr
MSC01,Session 8,random,919,corr
MSC01,Session 8,random,954,corr
MSC01,Session 8,random,784,corr
MSC01,Session 8,coherent,1041,corr
MSC01,Session 8,coherent,1028,corr
MSC01,Session 8,coherent,913,corr
MSC01,Session 8,random,748,corr
MSC01,Session 8,coherent,868,corr
MSC01,Session 8,random,826,corr
MSC01,Session 8,coherent,681,corr
MSC01,Session 8,coherent,1110,corr
MSC01,Session 8,random,845,corr
MSC01,Session 8,random,888,corr
MSC01,Session 8,random,933,corr
MSC01,Session 8,coherent,770,corr
MSC01,Session 8,coherent,870,corr
MSC01,Session 8,random,902,corr
MSC01,Session 8,coherent,816,corr
MSC01,Session 8,random,943,corr
MSC01,Session 8,random,803,corr
MSC01,Session 8,coherent,749,corr
MSC01,Session 8,coherent,1133,corr
MSC01,Session 8,coherent,756,corr
MSC01,Session 8,coherent,976,corr
MSC01,Session 8,coherent,1153,corr
MSC01,Session 8,random,779,corr
MSC01,Session 8,random,977,corr
MSC01,Session 8,random,996,corr
MSC01,Session 8,random,912,corr
MSC01,Session 8,coherent,1065,corr
MSC01,Session 8,random,901,corr
MSC01,Session 8,coherent,683,corr
MSC01,Session 8,random,748,corr
MSC01,Session 8,coherent,778,corr
MSC01,Session 8,random,673,corr
MSC01,Session 8,random,788,corr
MSC01,Session 8,coherent,1256,corr
MSC01,Session 8,random,820,corr
MSC01,Session 8,random,801,corr
MSC01,Session 8,coherent,774,corr
MSC01,Session 8,coherent,857,corr
MSC01,Session 8,coherent,785,corr
MSC01,Session 8,random,886,corr
MSC01,Session 8,Noun,1009,corr
MSC01,Session 8,Noun,1739,err
MSC01,Session 8,Verb,1234,corr
MSC01,Session 8,Noun,1734,corr
MSC01,Session 8,Noun,1324,corr
MSC01,Session 8,Verb,1394,corr
MSC01,Session 8,Verb,1066,corr
MSC01,Session 8,Verb,1333,corr
MSC01,Session 8,Noun,1026,corr
MSC01,Session 8,Verb,1304,corr
MSC01,Session 8,Verb,994,corr
MSC01,Session 8,Noun,917,corr
MSC01,Session 8,Verb,929,corr
MSC01,Session 8,Verb,1080,corr
MSC01,Session 8,Noun,1528,corr
MSC01,Session 8,Noun,1461,corr
MSC01,Session 8,Noun,1316,corr
MSC01,Session 8,Verb,1656,corr
MSC01,Session 8,Verb,993,corr
MSC01,Session 8,Noun,1293,corr
MSC01,Session 8,Noun,1330,corr
MSC01,Session 8,Verb,1165,corr
MSC01,Session 8,Noun,1626,corr
MSC01,Session 8,Verb,1093,corr
MSC01,Session 8,Verb,1160,corr
MSC01,Session 8,Noun,1211,corr
MSC01,Session 8,Noun,1241,corr
MSC01,Session 8,Noun,1154,corr
MSC01,Session 8,Verb,1203,corr
MSC01,Session 8,Verb,976,corr
MSC01,Session 9,random,784,corr
MSC01,Session 9,random,929,corr
MSC01,Session 9,coherent,765,corr
MSC01,Session 9,coherent,741,corr
MSC01,Session 9,random,813,corr
MSC01,Session 9,coherent,835,corr
MSC01,Session 9,coherent,1231,corr
MSC01,Session 9,random,906,corr
MSC01,Session 9,random,790,corr
MSC01,Session 9,random,898,corr
MSC01,Session 9,coherent,1280,corr
MSC01,Session 9,coherent,957,corr
MSC01,Session 9,coherent,1220,corr
MSC01,Session 9,coherent,965,corr
MSC01,Session 9,random,1063,corr
MSC01,Session 9,random,923,corr
MSC01,Session 9,random,856,corr
MSC01,Session 9,coherent,847,corr
MSC01,Session 9,random,966,corr
MSC01,Session 9,coherent,1173,corr
MSC01,Session 9,random,787,corr
MSC01,Session 9,coherent,804,corr
MSC01,Session 9,coherent,800,corr
MSC01,Session 9,random,839,corr
MSC01,Session 9,coherent,187,err
MSC01,Session 9,coherent,756,corr
MSC01,Session 9,random,749,corr
MSC01,Session 9,random,734,corr
MSC01,Session 9,random,911,corr
MSC01,Session 9,coherent,884,corr
MSC01,Session 9,Verb,934,corr
MSC01,Session 9,Verb,1056,corr
MSC01,Session 9,Verb,1388,corr
MSC01,Session 9,Noun,805,corr
MSC01,Session 9,Verb,1403,corr
MSC01,Session 9,Noun,1618,corr
MSC01,Session 9,Noun,1635,corr
MSC01,Session 9,Noun,992,corr
MSC01,Session 9,Noun,1850,corr
MSC01,Session 9,Verb,1077,corr
MSC01,Session 9,Verb,1183,corr
MSC01,Session 9,Verb,1947,err
MSC01,Session 9,Noun,918,corr
MSC01,Session 9,Verb,2007,corr
MSC01,Session 9,Noun,1301,corr
MSC01,Session 9,Noun,1300,corr
MSC01,Session 9,Verb,1364,corr
MSC01,Session 9,Noun,1394,corr
MSC01,Session 9,Verb,N/A,NoResponse
MSC01,Session 9,Noun,1752,corr
MSC01,Session 9,Verb,1684,corr
MSC01,Session 9,Noun,1883,corr
MSC01,Session 9,Noun,1666,corr
MSC01,Session 9,Noun,518,corr
MSC01,Session 9,Verb,184,corr
MSC01,Session 9,Noun,1686,corr
MSC01,Session 9,Noun,1301,corr
MSC01,Session 9,Verb,N/A,NoResponse
MSC01,Session 9,Verb,1422,corr
MSC01,Session 9,Verb,1412,corr
MSC01,Session 9,Verb,1025,corr
MSC01,Session 9,Noun,1692,corr
MSC01,Session 9,Noun,1151,corr
MSC01,Session 9,Noun,863,corr
MSC01,Session 9,Verb,1760,err
MSC01,Session 9,Verb,877,corr
MSC01,Session 9,Verb,466,corr
MSC01,Session 9,Noun,782,corr
MSC01,Session 9,Verb,1174,corr
MSC01,Session 9,Noun,1062,corr
MSC01,Session 9,Noun,1575,corr
MSC01,Session 9,Noun,1114,corr
MSC01,Session 9,Verb,1489,err
MSC01,Session 9,Verb,941,corr
MSC01,Session 9,Noun,1963,corr
MSC01,Session 9,Noun,829,corr
MSC01,Session 9,Noun,1600,corr
MSC01,Session 9,Verb,1428,corr
MSC01,Session 9,Verb,1792,err
MSC01,Session 9,Noun,1354,corr
MSC01,Session 9,Verb,1646,corr
MSC01,Session 9,Verb,876,corr
MSC01,Session 9,Verb,1258,corr
MSC01,Session 9,Verb,2050,corr
MSC01,Session 9,Noun,1003,corr
MSC01,Session 9,Noun,1823,corr
MSC01,Session 9,Verb,1715,corr
MSC01,Session 9,Verb,1088,corr
MSC01,Session 9,Noun,1248,corr
MSC01,Session 9,Noun,1805,err
MSC01,Session 9,coherent,1024,corr
MSC01,Session 9,random,756,corr
MSC01,Session 9,random,748,corr
MSC01,Session 9,coherent,770,corr
MSC01,Session 9,coherent,993,err
MSC01,Session 9,random,859,corr
MSC01,Session 9,coherent,890,corr
MSC01,Session 9,random,916,corr
MSC01,Session 9,coherent,882,err
MSC01,Session 9,coherent,1219,err
MSC01,Session 9,coherent,802,corr
MSC01,Session 9,random,962,corr
MSC01,Session 9,coherent,1160,corr
MSC01,Session 9,random,858,corr
MSC01,Session 9,random,667,corr
MSC01,Session 9,random,1207,corr
MSC01,Session 9,coherent,768,corr
MSC01,Session 9,coherent,732,corr
MSC01,Session 9,random,969,corr
MSC01,Session 9,random,761,corr
MSC01,Session 9,coherent,991,err
MSC01,Session 9,random,452,err
MSC01,Session 9,random,791,corr
MSC01,Session 9,random,792,corr
MSC01,Session 9,coherent,792,corr
MSC01,Session 9,coherent,609,corr
MSC01,Session 9,coherent,937,err
MSC01,Session 9,random,754,corr
MSC01,Session 9,coherent,796,err
MSC01,Session 9,random,953,corr
MSC01,Session 10,coherent,784,corr
MSC01,Session 10,random,792,corr
MSC01,Session 10,coherent,708,corr
MSC01,Session 10,random,967,corr
MSC01,Session 10,coherent,703,corr
MSC01,Session 10,random,873,corr
MSC01,Session 10,coherent,620,corr
MSC01,Session 10,random,857,corr
MSC01,Session 10,coherent,894,corr
MSC01,Session 10,coherent,613,corr
MSC01,Session 10,random,700,corr
MSC01,Session 10,coherent,707,corr
MSC01,Session 10,random,657,corr
MSC01,Session 10,coherent,969,corr
MSC01,Session 10,random,987,corr
MSC01,Session 10,random,823,corr
MSC01,Session 10,random,894,corr
MSC01,Session 10,coherent,775,corr
MSC01,Session 10,coherent,785,corr
MSC01,Session 10,coherent,809,corr
MSC01,Session 10,random,729,corr
MSC01,Session 10,random,689,corr
MSC01,Session 10,random,744,corr
MSC01,Session 10,random,695,corr
MSC01,Session 10,coherent,812,err
MSC01,Session 10,coherent,749,corr
MSC01,Session 10,random,1068,corr
MSC01,Session 10,coherent,779,corr
MSC01,Session 10,coherent,1148,corr
MSC01,Session 10,random,818,corr
MSC01,Session 10,Verb,1345,err
MSC01,Session 10,Verb,1649,corr
MSC01,Session 10,Noun,1326,corr
MSC01,Session 10,Noun,1213,corr
MSC01,Session 10,Noun,1736,corr
MSC01,Session 10,Verb,1132,corr
MSC01,Session 10,Noun,1585,corr
MSC01,Session 10,Verb,899,corr
MSC01,Session 10,Noun,970,corr
MSC01,Session 10,Verb,1066,corr
MSC01,Session 10,Verb,1144,corr
MSC01,Session 10,Verb,1185,corr
MSC01,Session 10,Noun,707,err
MSC01,Session 10,Noun,1733,corr
MSC01,Session 10,Noun,997,corr
MSC01,Session 10,Noun,1431,corr
MSC01,Session 10,Verb,1814,corr
MSC01,Session 10,Noun,1211,corr
MSC01,Session 10,Verb,1204,corr
MSC01,Session 10,Verb,850,corr
MSC01,Session 10,Noun,1446,corr
MSC01,Session 10,Verb,1262,corr
MSC01,Session 10,Noun,948,corr
MSC01,Session 10,Noun,1993,corr
MSC01,Session 10,Noun,1681,corr
MSC01,Session 10,Verb,1534,corr
MSC01,Session 10,Verb,1221,corr
MSC01,Session 10,Noun,1358,corr
MSC01,Session 10,Verb,1408,corr
MSC01,Session 10,Verb,1146,corr
MSC01,Session 10,Noun,1706,corr
MSC01,Session 10,Verb,1136,corr
MSC01,Session 10,Verb,1589,corr
MSC01,Session 10,Verb,1366,corr
MSC01,Session 10,Noun,1135,corr
MSC01,Session 10,Noun,1834,err
MSC01,Session 10,Verb,1283,corr
MSC01,Session 10,Noun,859,corr
MSC01,Session 10,Verb,1046,corr
MSC01,Session 10,Verb,1228,corr
MSC01,Session 10,Noun,2173,err
MSC01,Session 10,Noun,1271,corr
MSC01,Session 10,Noun,1038,corr
MSC01,Session 10,Verb,970,corr
MSC01,Session 10,Noun,1031,corr
MSC01,Session 10,Verb,1250,corr
MSC01,Session 10,Noun,1511,corr
MSC01,Session 10,Verb,1523,corr
MSC01,Session 10,Verb,1440,corr
MSC01,Session 10,Noun,1058,corr
MSC01,Session 10,Verb,988,corr
MSC01,Session 10,Noun,2088,corr
MSC01,Session 10,Noun,1105,corr
MSC01,Session 10,Noun,996,corr
MSC01,Session 10,Noun,1776,corr
MSC01,Session 10,Verb,1256,corr
MSC01,Session 10,Verb,1064,corr
MSC01,Session 10,Verb,907,corr
MSC01,Session 10,Noun,914,corr
MSC01,Session 10,Verb,1786,err
MSC01,Session 10,coherent,753,corr
MSC01,Session 10,coherent,1147,corr
MSC01,Session 10,random,729,corr
MSC01,Session 10,random,952,corr
MSC01,Session 10,coherent,979,corr
MSC01,Session 10,random,795,corr
MSC01,Session 10,random,741,corr
MSC01,Session 10,random,813,corr
MSC01,Session 10,random,877,corr
MSC01,Session 10,random,836,err
MSC01,Session 10,coherent,731,corr
MSC01,Session 10,coherent,891,corr
MSC01,Session 10,coherent,957,corr
MSC01,Session 10,coherent,1528,corr
MSC01,Session 10,random,789,corr
MSC01,Session 10,coherent,1303,err
MSC01,Session 10,random,630,corr
MSC01,Session 10,random,750,corr
MSC01,Session 10,coherent,701,corr
MSC01,Session 10,coherent,1074,corr
MSC01,Session 10,coherent,982,corr
MSC01,Session 10,random,935,corr
MSC01,Session 10,random,872,corr
MSC01,Session 10,coherent,818,err
MSC01,Session 10,coherent,941,err
MSC01,Session 10,random,920,corr
MSC01,Session 10,random,606,corr
MSC01,Session 10,random,823,corr
MSC01,Session 10,coherent,685,corr
MSC01,Session 10,coherent,787,corr
MSC02,Session 1,coherent,801,corr
MSC02,Session 1,coherent,686,corr
MSC02,Session 1,random,662,corr
MSC02,Session 1,random,816,corr
MSC02,Session 1,coherent,610,corr
MSC02,Session 1,random,755,corr
MSC02,Session 1,random,1058,corr
MSC02,Session 1,random,683,corr
MSC02,Session 1,random,899,corr
MSC02,Session 1,random,716,corr
MSC02,Session 1,coherent,574,corr
MSC02,Session 1,coherent,688,corr
MSC02,Session 1,coherent,620,corr
MSC02,Session 1,coherent,588,corr
MSC02,Session 1,random,758,corr
MSC02,Session 1,coherent,862,corr
MSC02,Session 1,random,780,corr
MSC02,Session 1,random,805,corr
MSC02,Session 1,coherent,642,corr
MSC02,Session 1,coherent,582,corr
MSC02,Session 1,coherent,615,corr
MSC02,Session 1,random,706,corr
MSC02,Session 1,random,1013,corr
MSC02,Session 1,coherent,660,corr
MSC02,Session 1,coherent,758,corr
MSC02,Session 1,random,804,corr
MSC02,Session 1,random,713,corr
MSC02,Session 1,random,721,corr
MSC02,Session 1,coherent,693,corr
MSC02,Session 1,coherent,770,corr
MSC02,Session 1,Noun,1521,corr
MSC02,Session 1,Verb,767,err
MSC02,Session 1,Verb,1301,err
MSC02,Session 1,Verb,1215,corr
MSC02,Session 1,Noun,877,corr
MSC02,Session 1,Noun,1273,corr
MSC02,Session 1,Verb,1112,corr
MSC02,Session 1,Noun,925,corr
MSC02,Session 1,Verb,1134,corr
MSC02,Session 1,Verb,929,corr
MSC02,Session 1,Noun,765,corr
MSC02,Session 1,Noun,811,corr
MSC02,Session 1,Noun,2080,corr
MSC02,Session 1,Verb,810,corr
MSC02,Session 1,Noun,0,NoResponse
MSC02,Session 1,Verb,934,corr
MSC02,Session 1,Noun,1252,corr
MSC02,Session 1,Verb,1371,err
MSC02,Session 1,Verb,1063,corr
MSC02,Session 1,Noun,1262,corr
MSC02,Session 1,Verb,1009,corr
MSC02,Session 1,Noun,1026,corr
MSC02,Session 1,Noun,1276,corr
MSC02,Session 1,Noun,1431,corr
MSC02,Session 1,Noun,1142,corr
MSC02,Session 1,Verb,1479,corr
MSC02,Session 1,Verb,851,corr
MSC02,Session 1,Verb,1100,corr
MSC02,Session 1,Noun,737,corr
MSC02,Session 1,Verb,881,corr
MSC02,Session 1,Verb,1914,corr
MSC02,Session 1,Verb,857,corr
MSC02,Session 1,Noun,0,NoResponse
MSC02,Session 1,Noun,1166,corr
MSC02,Session 1,Noun,911,corr
MSC02,Session 1,Verb,1204,corr
MSC02,Session 1,Noun,885,corr
MSC02,Session 1,Verb,1038,corr
MSC02,Session 1,Noun,836,corr
MSC02,Session 1,Verb,1312,corr
MSC02,Session 1,Verb,1252,corr
MSC02,Session 1,Verb,921,corr
MSC02,Session 1,Noun,738,corr
MSC02,Session 1,Noun,804,corr
MSC02,Session 1,Noun,1716,corr
MSC02,Session 1,Noun,1194,corr
MSC02,Session 1,Verb,1781,corr
MSC02,Session 1,Noun,845,corr
MSC02,Session 1,Verb,1768,err
MSC02,Session 1,Verb,1362,corr
MSC02,Session 1,Noun,1054,corr
MSC02,Session 1,Verb,1263,corr
MSC02,Session 1,Noun,946,corr
MSC02,Session 1,Noun,1336,corr
MSC02,Session 1,Noun,1041,corr
MSC02,Session 1,Verb,1016,corr
MSC02,Session 1,Verb,1296,corr
MSC02,Session 1,Noun,720,corr
MSC02,Session 1,Verb,1063,corr
MSC02,Session 1,Verb,1362,corr
MSC02,Session 1,coherent,591,corr
MSC02,Session 1,random,628,corr
MSC02,Session 1,coherent,597,corr
MSC02,Session 1,random,701,corr
MSC02,Session 1,coherent,649,corr
MSC02,Session 1,random,765,corr
MSC02,Session 1,coherent,704,corr
MSC02,Session 1,random,608,corr
MSC02,Session 1,coherent,881,corr
MSC02,Session 1,coherent,763,corr
MSC02,Session 1,random,745,corr
MSC02,Session 1,coherent,649,corr
MSC02,Session 1,random,646,corr
MSC02,Session 1,coherent,659,corr
MSC02,Session 1,random,942,corr
MSC02,Session 1,random,783,corr
MSC02,Session 1,random,774,corr
MSC02,Session 1,coherent,708,corr
MSC02,Session 1,coherent,711,corr
MSC02,Session 1,coherent,775,corr
MSC02,Session 1,random,810,corr
MSC02,Session 1,random,929,corr
MSC02,Session 1,random,689,corr
MSC02,Session 1,random,643,corr
MSC02,Session 1,coherent,614,corr
MSC02,Session 1,coherent,741,corr
MSC02,Session 1,random,647,corr
MSC02,Session 1,coherent,1153,corr
MSC02,Session 1,coherent,749,corr
MSC02,Session 1,random,761,corr
MSC02,Session 2,Verb,1178,corr
MSC02,Session 2,Verb,793,corr
MSC02,Session 2,Verb,842,corr
MSC02,Session 2,Noun,899,corr
MSC02,Session 2,Verb,1248,corr
MSC02,Session 2,Noun,1406,corr
MSC02,Session 2,Noun,864,corr
MSC02,Session 2,Noun,639,corr
MSC02,Session 2,Noun,842,corr
MSC02,Session 2,Verb,767,corr
MSC02,Session 2,Verb,686,corr
MSC02,Session 2,Verb,1054,corr
MSC02,Session 2,Noun,969,corr
MSC02,Session 2,Verb,911,corr
MSC02,Session 2,Noun,1148,corr
MSC02,Session 2,Noun,912,corr
MSC02,Session 2,Verb,929,corr
MSC02,Session 2,Noun,892,corr
MSC02,Session 2,Verb,834,corr
MSC02,Session 2,Noun,893,corr
MSC02,Session 2,Verb,767,corr
MSC02,Session 2,Noun,810,corr
MSC02,Session 2,Noun,1579,corr
MSC02,Session 2,Noun,1063,corr
MSC02,Session 2,Verb,815,corr
MSC02,Session 2,Noun,790,corr
MSC02,Session 2,Noun,1735,corr
MSC02,Session 2,Verb,0,NoResponse
MSC02,Session 2,Verb,1195,corr
MSC02,Session 2,Verb,1262,corr
MSC02,Session 2,random,780,corr
MSC02,Session 2,random,694,corr
MSC02,Session 2,coherent,647,corr
MSC02,Session 2,coherent,550,corr
MSC02,Session 2,random,826,corr
MSC02,Session 2,coherent,655,corr
MSC02,Session 2,coherent,584,corr
MSC02,Session 2,random,982,corr
MSC02,Session 2,random,893,corr
MSC02,Session 2,random,888,corr
MSC02,Session 2,coherent,759,corr
MSC02,Session 2,coherent,712,corr
MSC02,Session 2,coherent,712,corr
MSC02,Session 2,coherent,695,corr
